school,municipality,lon,lat,unique_id
Bramalea Secondary School,Brampton,-79.7074275,43.7164183,Bramalea Secondary SchoolBrampton
Britannia Public School,Mississauga,-79.7073201,43.6064778,Britannia Public SchoolMississauga
Credit Valley Public School,Mississauga,-79.7068216,43.5545008,Credit Valley Public SchoolMississauga
Board Office,Mississauga,-79.7067489,43.554308,Board OfficeMississauga
Folkstone Public School,Brampton,-79.7065232,43.7301737,Folkstone Public SchoolBrampton
Birchbank Public School,Brampton,-79.705782,43.7030367,Birchbank Public SchoolBrampton
Continuing Education Day,Springwater,-79.7047068,44.4014459,Continuing Education DaySpringwater
Earnscliffe Senior  Public School,Mississauga,-79.7046395,43.7231654,Earnscliffe Senior  Public SchoolMississauga
Earnscliffe Senior  Public School,Brampton,-79.7046395,43.7231654,Earnscliffe Senior  Public SchoolBrampton
Earnscliffe Senior Public School,Brampton,-79.7046395,43.7231654,Earnscliffe Senior Public SchoolBrampton
Cookstown Central Public School,Innisfil,-79.7045221,44.1962529,Cookstown Central Public SchoolInnisfil
Sister Catherine Donnelly Catholic School,Barrie,-79.7045097,44.419297,Sister Catherine Donnelly Catholic SchoolBarrie
St. Nicholas Catholic Elementary School,Oakville,-79.7040968,43.4222478,St. Nicholas Catholic Elementary SchoolOakville
Aloma Crescent Public School,Brampton,-79.7038109,43.7080115,Aloma Crescent Public SchoolBrampton
Mississauga Secondary School,Mississauga,-79.7036591,43.6253052,Mississauga Secondary SchoolMississauga
Brookdale Public School,Oakville,-79.70358,43.4249719,Brookdale Public SchoolOakville
École élémentaire Gaetan-Gervais,Oakville,-79.7029621,43.4646666,École élémentaire Gaetan-GervaisOakville
École secondaire Gaétan Gervais,Oakville,-79.7029621,43.4646666,École secondaire Gaétan GervaisOakville
Whitehorn Public School,Mississauga,-79.7028574,43.5962601,Whitehorn Public SchoolMississauga
Terry Fox Elementary School,Barrie,-79.7022497,44.4155591,Terry Fox Elementary SchoolBarrie
White Oaks Secondary School,Oakville,-79.7018166,43.4634373,White Oaks Secondary SchoolOakville
White Oaks High School,Oakville,-79.7018166,43.4634373,White Oaks High SchoolOakville
Red Willow Public School,Brampton,-79.7017541,43.7734528,Red Willow Public SchoolBrampton
St. Joseph Secondary School,Mississauga,-79.7000054,43.5897749,St. Joseph Secondary SchoolMississauga
St Joseph Secondary School,Mississauga,-79.7000054,43.5897749,St Joseph Secondary SchoolMississauga
Trillium Woods Elementary Public School,Barrie,-79.6994648,44.3427362,Trillium Woods Elementary Public SchoolBarrie
St. John Henry Newman Catholic Elementary School,Brampton,-79.6994231,43.7216072,St. John Henry Newman Catholic Elementary SchoolBrampton
Montclair Public School,Oakville,-79.6992746,43.4635899,Montclair Public SchoolOakville
Hillcrest Public School,Barrie,-79.6992506,44.3938421,Hillcrest Public SchoolBarrie
Iroquois Ridge Secondary School,Oakville,-79.6990913,43.4888179,Iroquois Ridge Secondary SchoolOakville
Iroquois Ridge High School,Oakville,-79.6990913,43.4888179,Iroquois Ridge High SchoolOakville
Dorset Drive Public School,Brampton,-79.698943,43.7160822,Dorset Drive Public SchoolBrampton
Cundles Heights Public School,Barrie,-79.6987697,44.4073729,Cundles Heights Public SchoolBarrie
Father Francis McSpiritt Catholic Elementary School,Brampton,-79.69845,43.7744879,Father Francis McSpiritt Catholic Elementary SchoolBrampton
St Rose of Lima Separate School,Mississauga,-79.698292,43.560826,St Rose of Lima Separate SchoolMississauga
Joshua Creek Public School,Oakville,-79.6978017,43.4993301,Joshua Creek Public SchoolOakville
Pine Grove Public School,Oakville,-79.6972134,43.4309928,Pine Grove Public SchoolOakville
École élémentaire Patricia-Picknell,Oakville,-79.6965466,43.4165119,École élémentaire Patricia-PicknellOakville
St. Clare Separate School,Mississauga,-79.6963283,43.545744,St. Clare Separate SchoolMississauga
Eastbourne Drive Public School,Brampton,-79.6961983,43.7218989,Eastbourne Drive Public SchoolBrampton
Christ The King Catholic School,Mississauga,-79.695556,43.524184,Christ The King Catholic SchoolMississauga
St. Michael Catholic Elementary School,Oakville,-79.6953144,43.4630565,St. Michael Catholic Elementary SchoolOakville
Walnut Grove Public School,Brampton,-79.6950462,43.7789685,Walnut Grove Public SchoolBrampton
Walnut Grove P.S. (Elementary),Brampton,-79.6950462,43.7789685,Walnut Grove P.S. (Elementary)Brampton
Thomas A. Blakelock Secondary School,Oakville,-79.6950389,43.4198139,Thomas A. Blakelock Secondary SchoolOakville
Thomas A Blakelock High School,Oakville,-79.6950389,43.4198139,Thomas A Blakelock High SchoolOakville
St. Marguerite d'Youville Catholic Elementary School,Oakville,-79.6935886,43.4943963,St. Marguerite d'Youville Catholic Elementary SchoolOakville
St. Marguerite d’Youville Catholic Elementary School,Oakville,-79.6932721,43.4941554,St. Marguerite d’Youville Catholic Elementary SchoolOakville
École élémentaire du Chêne,Oakville,-79.6931512,43.4607657,École élémentaire du ChêneOakville
Calderstone Middle School,Brampton,-79.691979,43.7718811,Calderstone Middle SchoolBrampton
St. John Vianney Catholic School,Barrie,-79.6914349,44.3669791,St. John Vianney Catholic SchoolBarrie
Sheridan Public School,Oakville,-79.6901128,43.4817832,Sheridan Public SchoolOakville
St. Valentine Elementary School,Mississauga,-79.689689,43.60067,St. Valentine Elementary SchoolMississauga
St Valentine Elementary School,Mississauga,-79.689689,43.60067,St Valentine Elementary SchoolMississauga
Barrie North Collegiate Institute,Barrie,-79.6895294,44.4003753,Barrie North Collegiate InstituteBarrie
Castlemore Public School,Brampton,-79.6884557,43.7893635,Castlemore Public SchoolBrampton
Oakley Park Public School,Barrie,-79.6884469,44.3990312,Oakley Park Public SchoolBarrie
Holy Family Catholic Elementary School,Oakville,-79.687297,43.4819273,Holy Family Catholic Elementary SchoolOakville
Erin Mills Middle School,Mississauga,-79.6866672,43.5425567,Erin Mills Middle SchoolMississauga
ÉÉC Sainte-Marie-Oakville,Oakville,-79.6866644,43.4423143,ÉÉC Sainte-Marie-OakvilleOakville
Gary Allan High School - Oakville,Oakville,-79.6860881,43.4464774,Gary Allan High School - OakvilleOakville
W H Morden Public School,Oakville,-79.685851,43.4341428,W H Morden Public SchoolOakville
Allandale Heights Public School,Barrie,-79.6853923,44.3645359,Allandale Heights Public SchoolBarrie
Monsignor Clair Separate School,Barrie,-79.6851107,44.4143475,Monsignor Clair Separate SchoolBarrie
Innisdale Secondary School,Barrie,-79.685065,44.3592365,Innisdale Secondary SchoolBarrie
Sherwood Mills Public School,Mississauga,-79.6846465,43.5826038,Sherwood Mills Public SchoolMississauga
St Joseph's Separate School,Barrie,-79.6844182,44.412707,St Joseph's Separate SchoolBarrie
St Joseph Separate School,Greenstone,-79.6844182,44.412707,St Joseph Separate SchoolGreenstone
St Herbert School,Mississauga,-79.6843927,43.5861148,St Herbert SchoolMississauga
Falgarwood Public School,Oakville,-79.6838183,43.4789904,Falgarwood Public SchoolOakville
Rick Hansen Secondary School,Mississauga,-79.6837785,43.5885904,Rick Hansen Secondary SchoolMississauga
Fallingbrook Middle School,Mississauga,-79.683739,43.5869446,Fallingbrook Middle SchoolMississauga
Cardinal Ambrozic Catholic Secondary School,Brampton,-79.6831866,43.7882555,Cardinal Ambrozic Catholic Secondary SchoolBrampton
Oakwood Public School,Oakville,-79.6831512,43.4470695,Oakwood Public SchoolOakville
Immaculate Heart of Mary Catholic Elementary School,Hamilton,-79.6823626,43.2085366,Immaculate Heart of Mary Catholic Elementary SchoolHamilton
St Mark Separate School,Mississauga,-79.6809847,43.5520203,St Mark Separate SchoolMississauga
St. Thomas Aquinas Catholic Secondary School,Oakville,-79.6808282,43.4352625,St. Thomas Aquinas Catholic Secondary SchoolOakville
Sawmill Valley Public School,Mississauga,-79.6799195,43.5515258,Sawmill Valley Public SchoolMississauga
Maple Grove Public School,Barrie,-79.6785896,44.4059164,Maple Grove Public SchoolBarrie
Champlain Trail Public School,Mississauga,-79.6783332,43.6036612,Champlain Trail Public SchoolMississauga
Castlebrooke Secondary School,Brampton,-79.6773986,43.7844071,Castlebrooke Secondary SchoolBrampton
Castlebrooke SS Secondary School,Brampton,-79.6773986,43.7844071,Castlebrooke SS Secondary SchoolBrampton
St Margaret of Scotland School,Mississauga,-79.6766383,43.53615,St Margaret of Scotland SchoolMississauga
Schomberg Public School,King,-79.6764296,43.9988772,Schomberg Public SchoolKing
Sir Isaac Brock Public School,Brampton,-79.6757459,43.7955679,Sir Isaac Brock Public SchoolBrampton
Sir Isaac Brock P.S. (Elementary),Brampton,-79.6757459,43.7955679,Sir Isaac Brock P.S. (Elementary)Brampton
Eden Rose Public School,Brampton,-79.6756876,43.5790271,Eden Rose Public SchoolBrampton
Edenrose Public School,Mississauga,-79.6756876,43.5790271,Edenrose Public SchoolMississauga
Brookmede Public School,Mississauga,-79.6755902,43.5374091,Brookmede Public SchoolMississauga
St. André Bessette Catholic Elementary School,Brampton,-79.6745264,43.7655696,St. André Bessette Catholic Elementary SchoolBrampton
St. Andre Bessette Catholic Elementary School,Brampton,-79.6743,43.7654883,St. Andre Bessette Catholic Elementary SchoolBrampton
"St, Andre Bessette Catholic Elementary School",Brampton,-79.6743,43.7654883,"St, Andre Bessette Catholic Elementary SchoolBrampton"
Thorn Lodge Public School,Mississauga,-79.6741806,43.5217796,Thorn Lodge Public SchoolMississauga
St Bernadette Elementary School,Mississauga,-79.673508,43.5817379,St Bernadette Elementary SchoolMississauga
École catholique Saint-Michel,Temiskaming Shores,-79.6734463,47.5443626,École catholique Saint-MichelTemiskaming Shores
Assikinack Public School,Barrie,-79.6731894,44.3650495,Assikinack Public SchoolBarrie
St Francis of Assisi School,Mississauga,-79.6720394,43.5266535,St Francis of Assisi SchoolMississauga
Steele Street Public School,Barrie,-79.671206,44.4030292,Steele Street Public SchoolBarrie
Claireville Public School,Brampton,-79.6711574,43.7711265,Claireville Public SchoolBrampton
Castle Oaks Public School,Brampton,-79.6710066,43.794682,Castle Oaks Public SchoolBrampton
Thorndale Public School,Brampton,-79.6704757,43.7819523,Thorndale Public SchoolBrampton
Beryl Ford Public School,Brampton,-79.6695061,43.7903474,Beryl Ford Public SchoolBrampton
Beryl Ford,Brampton,-79.6694331,43.7905479,Beryl FordBrampton
��C Saint-Jean-Baptiste,Mississauga,-79.6675768,43.5426025,��C Saint-Jean-BaptisteMississauga
ÉÉC Saint-Jean-Baptiste,Mississauga,-79.6675768,43.5426025,ÉÉC Saint-Jean-BaptisteMississauga
Homelands Senior Public School,Mississauga,-79.6674185,43.5237302,Homelands Senior Public SchoolMississauga
Erindale Secondary School,Mississauga,-79.6665244,43.5389376,Erindale Secondary SchoolMississauga
St David of Wales Separate School,Mississauga,-79.666426,43.574948,St David of Wales Separate SchoolMississauga
Fairwind Senior Public School,Mississauga,-79.6660692,43.6055041,Fairwind Senior Public SchoolMississauga
St Monicas Separate School,Barrie,-79.6660155,44.4023116,St Monicas Separate SchoolBarrie
Sheridan Park Public School,Mississauga,-79.6659131,43.5298276,Sheridan Park Public SchoolMississauga
St. Francis Xavier Secondary School,Mississauga,-79.6646197,43.6129906,St. Francis Xavier Secondary SchoolMississauga
St Francis Xavier Secondary School,Mississauga,-79.6646197,43.6129906,St Francis Xavier Secondary SchoolMississauga
San Lorenzo Ruiz Elementary School,Mississauga,-79.6638052,43.6181085,San Lorenzo Ruiz Elementary SchoolMississauga
Willow Landing Elementary School,Barrie,-79.6623378,44.3545006,Willow Landing Elementary SchoolBarrie
St. Luke Catholic Elementary School,Oakville,-79.6620251,43.4966181,St. Luke Catholic Elementary SchoolOakville
Queenston Drive Public School,Mississauga,-79.6619979,43.5615798,Queenston Drive Public SchoolMississauga
New Central Public School,Oakville,-79.661664,43.4534955,New Central Public SchoolOakville
Eastview Secondary School,Barrie,-79.6614024,44.4055905,Eastview Secondary SchoolBarrie
James W. Hill Public School,Oakville,-79.661086,43.5011221,James W. Hill Public SchoolOakville
St. Hilary Elementary School,Mississauga,-79.6609749,43.6042005,St. Hilary Elementary SchoolMississauga
St Hilary Elementary School,Mississauga,-79.6609749,43.6042005,St Hilary Elementary SchoolMississauga
Barondale Public School,Mississauga,-79.6606314,43.6186949,Barondale Public SchoolMississauga
Winona Elementary School,Hamilton,-79.6604681,43.2135056,Winona Elementary SchoolHamilton
Winona Elementary Elementary School,Hamilton,-79.6604681,43.2135056,Winona Elementary Elementary SchoolHamilton
St Michael the Archangel Catholic Elementary School,Barrie,-79.6598283,44.3538003,St Michael the Archangel Catholic Elementary SchoolBarrie
Cooksville Creek Public School,Mississauga,-79.6588563,43.6072588,Cooksville Creek Public SchoolMississauga
Huntington Ridge Public School,Mississauga,-79.6570963,43.5968858,Huntington Ridge Public SchoolMississauga
St Gerard Separate School,Mississauga,-79.6568622,43.5590817,St Gerard Separate SchoolMississauga
St. Vincent Catholic Elementary School,Oakville,-79.6568491,43.4660822,St. Vincent Catholic Elementary SchoolOakville
St. Matthew Catholic School,Mississauga,-79.6561626,43.5995247,St. Matthew Catholic SchoolMississauga
St. Matthew Separate School,Mississauga,-79.6561626,43.5995247,St. Matthew Separate SchoolMississauga
St Matthew Separate School,Mississauga,-79.6561626,43.5995247,St Matthew Separate SchoolMississauga
Pope Francis Catholic Elementary School,Vaughan,-79.6559658,43.8300092,Pope Francis Catholic Elementary SchoolVaughan
Johnson Street Public School,Barrie,-79.6556258,44.3996669,Johnson Street Public SchoolBarrie
Bristol Road Middle School,Mississauga,-79.6550358,43.6155558,Bristol Road Middle SchoolMississauga
Oakville Trafalgar High School,Oakville,-79.6542454,43.4723402,Oakville Trafalgar High SchoolOakville
Springfield Public School,Mississauga,-79.654087,43.55756,Springfield Public SchoolMississauga
Ascension of our Lord Secondary School,Mississauga,-79.6535936,43.7228746,Ascension of our Lord Secondary SchoolMississauga
Ascension of Our Lord Secondary School,Mississauga,-79.6535936,43.7228746,Ascension of Our Lord Secondary SchoolMississauga
Marvin Heights Public School,Brampton,-79.6529525,43.7153648,Marvin Heights Public SchoolBrampton
Marvin Heights Public School,Mississauga,-79.6529525,43.7153648,Marvin Heights Public SchoolMississauga
Caistor Central Public School,West Lincoln,-79.6526052,43.0750445,Caistor Central Public SchoolWest Lincoln
Corpus Christi School,Mississauga,-79.652228,43.5849787,Corpus Christi SchoolMississauga
St. Jude Separate School,Mississauga,-79.6521897,43.6133737,St. Jude Separate SchoolMississauga
St Jude School,Mississauga,-79.6521897,43.6133737,St Jude SchoolMississauga
Nobleton Public School,King,-79.6515263,43.9105498,Nobleton Public SchoolKing
Maple Grove Public School,Oakville,-79.651,43.4728634,Maple Grove Public SchoolOakville
Nahani Way Public School,Mississauga,-79.6509949,43.6147544,Nahani Way Public SchoolMississauga
Morning Star Middle School,Mississauga,-79.6483007,43.7140448,Morning Star Middle SchoolMississauga
Warnica Public School,Barrie,-79.6481264,44.3590193,Warnica Public SchoolBarrie
The Woodlands Secondary School,Mississauga,-79.6477963,43.5628759,The Woodlands Secondary SchoolMississauga
Iona Catholic Secondary School,Mississauga,-79.6476405,43.520766,Iona Catholic Secondary SchoolMississauga
Lancaster Public School,Mississauga,-79.6475215,43.7178848,Lancaster Public SchoolMississauga
Hillside Public School Public School,Mississauga,-79.646697,43.5087585,Hillside Public School Public SchoolMississauga
McBride Avenue Public School,Mississauga,-79.6465786,43.5636538,McBride Avenue Public SchoolMississauga
St Louis School,Mississauga,-79.6462652,43.5157639,St Louis SchoolMississauga
St. Raphael Elementary School,Mississauga,-79.6459899,43.721205,St. Raphael Elementary SchoolMississauga
St. Raphael School,Mississauga,-79.6459899,43.721205,St. Raphael SchoolMississauga
St Raphael School,Mississauga,-79.6459899,43.721205,St Raphael SchoolMississauga
Clarkson Secondary School,Mississauga,-79.6457985,43.5039692,Clarkson Secondary SchoolMississauga
St. Mary Catholic Elementary School,King,-79.6455135,43.907782,St. Mary Catholic Elementary SchoolKing
